RGAP,Objective Function,Time
0.3594461759,5432392.753,0.044
0.3594461759,5432392.753,0.044
0.3594461759,5432392.753,0.045
0.3594461759,5432392.753,0.045
0.3594461759,5432392.753,0.046
0.3594461759,5432392.753,0.046
0.3594461759,5432392.753,0.047
0.3433309805,5368420.098,0.047
0.3433309805,5368420.098,0.048
0.3433309805,5368420.098,0.048
0.3433309805,5368420.098,0.048
0.3433309805,5368420.098,0.049
0.3433309805,5368420.098,0.049
0.3433309805,5368420.098,0.05
0.3433309805,5368420.098,0.05
0.3433309805,5368420.098,0.051
0.3433309805,5368420.098,0.051
0.3433309805,5368420.098,0.051
0.283028452,5192045.41,0.052
0.2816570145,5190901.266,0.053
0.2816570145,5190901.266,0.053
0.2816570145,5190901.266,0.054
0.2816570145,5190901.266,0.054
0.2816570145,5190901.266,0.055
0.2816570145,5190901.266,0.055
0.2816570145,5190901.266,0.055
0.2816570145,5190901.266,0.056
0.2816570145,5190901.266,0.056
0.2816570145,5190901.266,0.057
0.2669828722,5130098.078,0.057
0.2669828722,5130098.078,0.058
0.2669828722,5130098.078,0.058
0.2669828722,5130098.078,0.059
0.2669828722,5130098.078,0.059
0.2669828722,5130098.078,0.06
0.2669828722,5130098.078,0.06
0.2669828722,5130098.078,0.061
0.2669828722,5130098.078,0.061
0.2669828722,5130098.078,0.062
0.2669828722,5130098.078,0.062
0.2675199549,5080643.564,0.062
0.2675710446,5080536.086,0.063
0.2675710793,5080536.018,0.063
0.2675710793,5080536.018,0.064
0.2675710793,5080536.018,0.064
0.2675710793,5080536.018,0.065
0.2675710793,5080536.018,0.065
0.2675710793,5080536.018,0.065
0.2675710793,5080536.018,0.066
0.2675710793,5080536.018,0.066
0.2675710793,5080536.018,0.067
0.2363011974,4953819.264,0.067
0.2353555006,4953049.795,0.067
0.2353555006,4953049.795,0.068
0.2353555006,4953049.795,0.068
0.2353555006,4953049.795,0.069
0.2353555006,4953049.795,0.069
0.2353555006,4953049.795,0.07
0.2353555006,4953049.795,0.07
0.2353555006,4953049.795,0.071
0.2353555006,4953049.795,0.071
0.2353555006,4953049.795,0.072
0.2376855744,4925945.259,0.072
0.2373683163,4925864.846,0.073
0.2373683163,4925864.846,0.073
0.2373683163,4925864.846,0.074
0.2373683163,4925864.846,0.074
0.2373683163,4925864.846,0.074
0.2373683163,4925864.846,0.075
0.2373683163,4925864.846,0.075
0.2373683163,4925864.846,0.076
0.2373683163,4925864.846,0.076
0.2373683163,4925864.846,0.077
0.2041924749,4901149.917,0.077
0.2039489603,4900941.518,0.077
0.2039489603,4900941.518,0.078
0.2039489603,4900941.518,0.078
0.2039489603,4900941.518,0.079
0.2039489603,4900941.518,0.079
0.2039489603,4900941.518,0.08
0.2039489603,4900941.518,0.08
0.2039489603,4900941.518,0.08
0.2039489603,4900941.518,0.081
0.2039489603,4900941.518,0.081
0.1668856008,4823988.435,0.082
0.1647244596,4819778.396,0.082
0.1646824335,4819672.142,0.083
0.1646824257,4819672.123,0.083
0.1646824257,4819672.123,0.083
0.1646824257,4819672.123,0.084
0.1646824257,4819672.123,0.084
0.1646824257,4819672.123,0.085
0.1646824257,4819672.123,0.085
0.1646824257,4819672.123,0.086
0.1646824257,4819672.123,0.086
0.1413549905,4785095.541,0.086
0.1402014782,4784531.026,0.087
0.1402014782,4784531.026,0.087
0.1402014782,4784531.026,0.088
0.1402014782,4784531.026,0.088
0.1402014782,4784531.026,0.089
0.1402014782,4784531.026,0.089
0.1402014782,4784531.026,0.09
0.1402014782,4784531.026,0.09
0.1402014782,4784531.026,0.091
0.1402014782,4784531.026,0.091
0.1378558549,4720407.237,0.092
0.1378558549,4720407.237,0.092
0.1378558549,4720407.237,0.093
0.1378558549,4720407.237,0.093
0.1378558549,4720407.237,0.093
0.1378558549,4720407.237,0.094
0.1378558549,4720407.237,0.094
0.1378558549,4720407.237,0.095
0.1378558549,4720407.237,0.095
0.1378558549,4720407.237,0.096
0.1378558549,4720407.237,0.096
0.1217258798,4686172.771,0.097
0.1217258703,4686172.769,0.097
0.1217258703,4686172.769,0.098
0.1217258703,4686172.769,0.098
0.1217258703,4686172.769,0.099
0.1217258703,4686172.769,0.099
0.1217258703,4686172.769,0.1
0.1217258703,4686172.769,0.1
0.1217258703,4686172.769,0.101
0.1217258703,4686172.769,0.101
0.1217258703,4686172.769,0.102
0.1044246266,4676899.22,0.102
0.1065687483,4676308.586,0.102
0.1065687483,4676308.586,0.103
0.1065687483,4676308.586,0.103
0.1065687483,4676308.586,0.104
0.1065687483,4676308.586,0.104
0.1065687483,4676308.586,0.105
0.1065687483,4676308.586,0.105
0.1065687483,4676308.586,0.105
0.1065687483,4676308.586,0.106
0.1065687483,4676308.586,0.106
0.1010552345,4667687.528,0.107
0.1010593956,4667686.705,0.107
0.1010593956,4667686.705,0.108
0.1010593956,4667686.705,0.108
0.1010593956,4667686.705,0.109
0.1010593956,4667686.705,0.109
0.1010593956,4667686.705,0.11
0.1010593956,4667686.705,0.11
0.1010593956,4667686.705,0.111
0.1010593956,4667686.705,0.111
0.1010593956,4667686.705,0.112
0.0909438918,4639682.186,0.112
0.0909438918,4639682.186,0.113
0.0909438918,4639682.186,0.113
0.0909438918,4639682.186,0.114
0.0909438918,4639682.186,0.114
0.0909438918,4639682.186,0.114
0.0909438918,4639682.186,0.115
0.0909438918,4639682.186,0.115
0.0909438918,4639682.186,0.116
0.0909438918,4639682.186,0.116
0.0909438918,4639682.186,0.117
0.08995224506,4639173.561,0.117
0.08995224506,4639173.561,0.118
0.08995224506,4639173.561,0.118
0.08995224506,4639173.561,0.118
0.08995224506,4639173.561,0.119
0.08995224506,4639173.561,0.119
0.08995224506,4639173.561,0.12
0.08995224506,4639173.561,0.12
0.08995224506,4639173.561,0.12
0.08995224506,4639173.561,0.121
0.08995224506,4639173.561,0.121
0.09899601197,4622363.689,0.122
0.09653266012,4621553.275,0.122
0.09584032263,4621529.602,0.123
0.09584206681,4621529.553,0.123
0.09584206682,4621529.553,0.124
0.09584206682,4621529.553,0.124
0.09584206682,4621529.553,0.124
0.09584206682,4621529.553,0.125
0.09584206682,4621529.553,0.125
0.09584206682,4621529.553,0.126
0.09584206682,4621529.553,0.126
0.09064545288,4615604.314,0.127
0.09064545288,4615604.314,0.127
0.09064545288,4615604.314,0.128
0.09064545288,4615604.314,0.128
0.09064545288,4615604.314,0.129
0.09064545288,4615604.314,0.129
0.09064545288,4615604.314,0.13
0.09064545288,4615604.314,0.13
0.09064545288,4615604.314,0.131
0.09064545288,4615604.314,0.131
0.09064545288,4615604.314,0.131
0.05907229467,4441213.976,0.135
0.05412255878,4425525.096,0.136
0.05293584049,4414992.804,0.137
0.05232929928,4414715.531,0.137
0.05237156487,4414715.307,0.138
0.05234788543,4414697.521,0.138
0.05234788488,4414697.52,0.139
0.05234788488,4414697.52,0.14
0.05234788488,4414697.52,0.14
0.05234788488,4414697.52,0.141
0.05234788488,4414697.52,0.141
0.05234788488,4414697.52,0.142
0.05234788488,4414697.52,0.143
0.05234788488,4414697.52,0.143
0.05234788488,4414697.52,0.144
0.05234788488,4414697.52,0.145
0.05234788488,4414697.52,0.145
0.05234788488,4414697.52,0.146
0.05234788488,4414697.52,0.146
0.05234788488,4414697.52,0.147
0.05234788488,4414697.52,0.148
0.04887764903,4401309.137,0.148
0.04887735942,4401309.047,0.149
0.04887735942,4401309.047,0.149
0.04887735942,4401309.047,0.15
0.04887735942,4401309.047,0.15
0.04887735942,4401309.047,0.151
0.04887735942,4401309.047,0.151
0.04887735942,4401309.047,0.152
0.04887735942,4401309.047,0.152
0.04887735942,4401309.047,0.152
0.04887735942,4401309.047,0.153
0.04911990748,4388958.302,0.153
0.04911990748,4388958.302,0.154
0.04911990748,4388958.302,0.154
0.04911990748,4388958.302,0.155
0.04911990748,4388958.302,0.156
0.04911990748,4388958.302,0.156
0.04911990748,4388958.302,0.157
0.04911990748,4388958.302,0.157
0.04911990748,4388958.302,0.158
0.04911990748,4388958.302,0.158
0.04911990748,4388958.302,0.159
0.0479764999,4386323.8,0.159
0.0479764999,4386323.8,0.16
0.0479764999,4386323.8,0.161
0.0479764999,4386323.8,0.161
0.0479764999,4386323.8,0.162
0.0479764999,4386323.8,0.162
0.0479764999,4386323.8,0.163
0.0479764999,4386323.8,0.163
0.0479764999,4386323.8,0.164
0.0479764999,4386323.8,0.164
0.0479764999,4386323.8,0.165
0.0524917412,4384621.076,0.166
0.0524917412,4384621.076,0.166
0.0524917412,4384621.076,0.167
0.0524917412,4384621.076,0.167
0.0524917412,4384621.076,0.168
0.0524917412,4384621.076,0.168
0.0524917412,4384621.076,0.169
0.0524917412,4384621.076,0.169
0.0524917412,4384621.076,0.17
0.0524917412,4384621.076,0.17
0.0524917412,4384621.076,0.171
0.04739076963,4377169.876,0.171
0.04739076963,4377169.876,0.172
0.04739076963,4377169.876,0.172
0.04739076963,4377169.876,0.173
0.04739076963,4377169.876,0.173
0.04739076963,4377169.876,0.174
0.04739076963,4377169.876,0.174
0.04739076963,4377169.876,0.175
0.04739076963,4377169.876,0.175
0.04739076963,4377169.876,0.176
0.04739076963,4377169.876,0.176
0.04366317087,4371319.328,0.177
0.04289306331,4369483.777,0.177
0.04289306331,4369483.777,0.178
0.04289306331,4369483.777,0.178
0.04289306331,4369483.777,0.179
0.04289306331,4369483.777,0.18
0.04289306331,4369483.777,0.18
0.04289306331,4369483.777,0.181
0.04289306331,4369483.777,0.182
0.04289306331,4369483.777,0.182
0.04289306331,4369483.777,0.183
0.03951686647,4358715.64,0.183
0.03915311057,4358544.198,0.184
0.03911376651,4358508.878,0.185
0.03911376415,4358508.873,0.186
0.03911376415,4358508.873,0.186
0.03911376415,4358508.873,0.187
0.03911376415,4358508.873,0.187
0.03911376415,4358508.873,0.188
0.03911376415,4358508.873,0.189
0.03911376415,4358508.873,0.189
0.03911376415,4358508.873,0.19
0.0401748753,4349902.097,0.19
0.03966314327,4349757.758,0.191
0.03935277078,4349598.189,0.191
0.03935277078,4349598.189,0.192
0.03935277078,4349598.189,0.192
0.03935277078,4349598.189,0.193
0.03935277078,4349598.189,0.193
0.03935277078,4349598.189,0.194
0.03935277078,4349598.189,0.195
0.03935277078,4349598.189,0.195
0.03935277078,4349598.189,0.196
0.04078581088,4341122.637,0.196
0.04069429752,4341076.28,0.196
0.04069429752,4341076.28,0.197
0.04069429752,4341076.28,0.197
0.04069429752,4341076.28,0.198
0.04069429752,4341076.28,0.198
0.04069429752,4341076.28,0.199
0.04069429752,4341076.28,0.199
0.04069429752,4341076.28,0.199
0.04069429752,4341076.28,0.2
0.04069429752,4341076.28,0.2
0.04304108044,4340234.373,0.201
0.04292574705,4340194.823,0.201
0.04290819709,4340188.875,0.202
0.04290550742,4340187.966,0.202
0.04290509501,4340187.826,0.202
0.04290503177,4340187.805,0.203
0.04290502207,4340187.802,0.203
0.04290502059,4340187.801,0.204
0.04290502036,4340187.801,0.204
0.04290502032,4340187.801,0.204
0.04290502032,4340187.801,0.205
0.04007599541,4332392.531,0.205
0.04007599541,4332392.531,0.206
0.04007599541,4332392.531,0.206
0.04007599541,4332392.531,0.206
0.04007599541,4332392.531,0.207
0.04007599541,4332392.531,0.207
0.04007599541,4332392.531,0.207
0.04007599541,4332392.531,0.208
0.04007599541,4332392.531,0.208
0.04007599541,4332392.531,0.209
0.04007599541,4332392.531,0.209
0.04040052406,4331764.724,0.209
0.04040052406,4331764.724,0.21
0.04040052406,4331764.724,0.21
0.04040052406,4331764.724,0.211
0.04040052406,4331764.724,0.211
0.04040052406,4331764.724,0.212
0.04040052406,4331764.724,0.212
0.04040052406,4331764.724,0.213
0.04040052406,4331764.724,0.213
0.04040052406,4331764.724,0.214
0.04040052406,4331764.724,0.214
0.03434362195,4328910.525,0.215
0.03433691952,4328909.54,0.215
0.03433691952,4328909.54,0.215
0.03433691952,4328909.54,0.216
0.03433691952,4328909.54,0.216
0.03433691952,4328909.54,0.217
0.03433691952,4328909.54,0.217
0.03433691952,4328909.54,0.218
0.03433691952,4328909.54,0.218
0.03433691952,4328909.54,0.219
0.03433691952,4328909.54,0.219
0.03444678193,4328884.185,0.22
0.03448224431,4328883.78,0.22
0.03448224431,4328883.78,0.221
0.03448224431,4328883.78,0.221
0.03448224431,4328883.78,0.222
0.03448224431,4328883.78,0.222
0.03448224431,4328883.78,0.223
0.03448224431,4328883.78,0.223
0.03448224431,4328883.78,0.223
0.03448224431,4328883.78,0.224
0.03448224431,4328883.78,0.224
0.03747871965,4328578.944,0.225
0.03747871965,4328578.944,0.225
0.03747871965,4328578.944,0.226
0.03747871965,4328578.944,0.226
0.03747871965,4328578.944,0.227
0.03747871965,4328578.944,0.227
0.03747871965,4328578.944,0.228
0.03747871965,4328578.944,0.228
0.03747871965,4328578.944,0.228
0.03747871965,4328578.944,0.229
0.03747871965,4328578.944,0.229
0.03301659776,4319722.855,0.23
0.03295647948,4319694.383,0.23
0.03295644408,4319694.366,0.23
0.03295644408,4319694.366,0.231
0.03295644408,4319694.366,0.231
0.03295644408,4319694.366,0.232
0.03295644408,4319694.366,0.232
0.03295644408,4319694.366,0.232
0.03295644408,4319694.366,0.233
0.03295644408,4319694.366,0.233
0.03295644408,4319694.366,0.234
0.03600272729,4316546.643,0.234
0.03600272729,4316546.643,0.235
0.03600272729,4316546.643,0.235
0.03600272729,4316546.643,0.235
0.03600272729,4316546.643,0.236
0.03600272729,4316546.643,0.236
0.03600272729,4316546.643,0.237
0.03600272729,4316546.643,0.237
0.03600272729,4316546.643,0.237
0.03600272729,4316546.643,0.238
0.03600272729,4316546.643,0.238
0.0339742604,4316063.976,0.239
0.03394523129,4316063.974,0.239
0.03394523129,4316063.974,0.239
0.03394523129,4316063.974,0.24
0.03394523129,4316063.974,0.24
0.03394523129,4316063.974,0.241
0.03394523129,4316063.974,0.241
0.03394523129,4316063.974,0.241
0.03394523129,4316063.974,0.242
0.03394523129,4316063.974,0.243
0.03394523129,4316063.974,0.244
0.03125601421,4313193.761,0.244
0.03112141899,4312909.849,0.245
0.03108761735,4312869.35,0.245
0.03108879353,4312863.137,0.246
0.03108784653,4312862.176,0.246
0.03108769962,4312862.027,0.247
0.03108767682,4312862.004,0.247
0.03108767329,4312862,0.248
0.03108767274,4312862,0.248
0.03108767265,4312861.999,0.249
0.03108767265,4312861.999,0.249
0.03159570567,4306054.795,0.25
0.03159580759,4306054.727,0.251
0.03159580759,4306054.727,0.251
0.03159580759,4306054.727,0.252
0.03159580759,4306054.727,0.253
0.03159580759,4306054.727,0.254
0.03159580759,4306054.727,0.254
0.03159580759,4306054.727,0.255
0.03159580759,4306054.727,0.256
0.03159580759,4306054.727,0.257
0.03159580759,4306054.727,0.257
0.03001720819,4304330.227,0.258
0.03001720819,4304330.227,0.259
0.03001720819,4304330.227,0.259
0.03001720819,4304330.227,0.26
0.03001720819,4304330.227,0.261
0.03001720819,4304330.227,0.262
0.03001720819,4304330.227,0.262
0.03001720819,4304330.227,0.263
0.03001720819,4304330.227,0.263
0.03001720819,4304330.227,0.264
0.03001720819,4304330.227,0.265
0.02946479643,4303944.86,0.266
0.02946384618,4303944.608,0.267
0.02946384618,4303944.608,0.267
0.02946384618,4303944.608,0.268
0.02946384618,4303944.608,0.269
0.02946384618,4303944.608,0.269
0.02946384618,4303944.608,0.27
0.02946384618,4303944.608,0.271
0.02946384618,4303944.608,0.272
0.02946384618,4303944.608,0.273
0.02946384618,4303944.608,0.273
0.02936453182,4303697.966,0.274
0.0293793272,4303690.294,0.275
0.02937932782,4303690.293,0.276
0.02937932782,4303690.293,0.276
0.02937932782,4303690.293,0.277
0.02937932782,4303690.293,0.277
0.02937932782,4303690.293,0.278
0.02937932782,4303690.293,0.279
0.02937932782,4303690.293,0.28
0.02937932782,4303690.293,0.28
0.02937932782,4303690.293,0.281
0.02905070433,4302617.363,0.282
0.02905070331,4302617.363,0.283
0.02905070331,4302617.363,0.283
0.02905070331,4302617.363,0.284
0.02905070331,4302617.363,0.285
0.02905070331,4302617.363,0.286
0.02905070331,4302617.363,0.286
0.02905070331,4302617.363,0.286
0.02905070331,4302617.363,0.287
0.02905070331,4302617.363,0.287
0.02905070331,4302617.363,0.288
0.02661752089,4291435.274,0.288
0.02813547401,4289696.787,0.289
0.02523082386,4285735.723,0.29
0.0250126776,4285271.323,0.291
0.02479232428,4285130.009,0.292
0.02474912459,4285064.194,0.293
0.02470182917,4285043.433,0.295
0.02468040784,4285033.095,0.295
0.0246749564,4285030.322,0.296
0.02467253456,4285029.246,0.297
0.02467044236,4285028.558,0.297
0.0246695191,4285028.44,0.298
0.02466981877,4285028.272,0.299
0.02466929427,4285028.238,0.299
0.02466953792,4285028.163,0.3
0.02466928077,4285028.081,0.301
0.02466919832,4285028.068,0.301
0.0246692044,4285028.047,0.302
0.02466917064,4285028.043,0.302
0.02466915224,4285028.032,0.304
0.02466915224,4285028.032,0.304
0.02215385777,4280167.091,0.305
0.02250337175,4280128.794,0.305
0.02250337175,4280128.794,0.306
0.02250337175,4280128.794,0.306
0.02250337175,4280128.794,0.307
0.02250337175,4280128.794,0.307
0.02250337176,4280128.794,0.308
0.02250337176,4280128.794,0.308
0.02250337176,4280128.794,0.309
0.02250337176,4280128.794,0.31
0.02250337176,4280128.794,0.31
0.02245350866,4278115.916,0.311
0.02245350866,4278115.916,0.311
0.02245350866,4278115.916,0.312
0.02245350866,4278115.916,0.312
0.02245350866,4278115.916,0.313
0.02245350866,4278115.916,0.313
0.02245350866,4278115.916,0.314
0.02245350866,4278115.916,0.314
0.02245350866,4278115.916,0.315
0.02245350866,4278115.916,0.315
0.02245350866,4278115.916,0.316
0.02229895919,4277693.488,0.316
0.02229895919,4277693.488,0.317
0.02229895919,4277693.488,0.317
0.02229895919,4277693.488,0.318
0.02229895919,4277693.488,0.318
0.02229895919,4277693.488,0.318
0.02229895919,4277693.488,0.319
0.02229895919,4277693.488,0.32
0.02229895919,4277693.488,0.32
0.02229895919,4277693.488,0.321
0.02229895919,4277693.488,0.321
0.02099231585,4276351.695,0.322
0.02110538088,4276350.227,0.322
0.02110538088,4276350.227,0.323
0.02110538088,4276350.227,0.323
0.02110538088,4276350.227,0.324
0.02110538088,4276350.227,0.324
0.02110538088,4276350.227,0.325
0.02110538088,4276350.227,0.325
0.02110538088,4276350.227,0.326
0.02110538088,4276350.227,0.326
0.02110538088,4276350.227,0.327
0.02092961579,4272032.642,0.327
0.02092961579,4272032.642,0.328
0.02092961579,4272032.642,0.329
0.02092961579,4272032.642,0.329
0.02092961579,4272032.642,0.33
0.02092961579,4272032.642,0.33
0.02092961579,4272032.642,0.331
0.02092961579,4272032.642,0.331
0.02092961579,4272032.642,0.332
0.02092961579,4272032.642,0.332
0.02092961579,4272032.642,0.333
0.02098449922,4271634.494,0.333
0.02098449922,4271634.494,0.334
0.02098449922,4271634.494,0.334
0.02098449922,4271634.494,0.334
0.02098449922,4271634.494,0.335
0.02098449922,4271634.494,0.335
0.02098449922,4271634.494,0.336
0.02098449922,4271634.494,0.336
0.02098449922,4271634.494,0.337
0.02098449922,4271634.494,0.337
0.02098449922,4271634.494,0.338
0.02084488267,4271437.774,0.338
0.02084488267,4271437.774,0.339
0.02084488267,4271437.774,0.339
0.02084488267,4271437.774,0.339
0.02084488267,4271437.774,0.34
0.02084488267,4271437.774,0.34
0.02084488267,4271437.774,0.341
0.02084488267,4271437.774,0.341
0.02084488267,4271437.774,0.342
0.02084488267,4271437.774,0.342
0.02084488267,4271437.774,0.343
0.02084488267,4271437.774,0.343
0.02084488267,4271437.774,0.344
0.02084488267,4271437.774,0.344
0.02084488267,4271437.774,0.345
0.02084488267,4271437.774,0.346
0.02084488267,4271437.774,0.346
0.02084488267,4271437.774,0.347
0.02084488267,4271437.774,0.347
0.02084488267,4271437.774,0.348
0.02084488267,4271437.774,0.349
0.02084488267,4271437.774,0.35
0.02085901883,4270859.506,0.351
0.02085901883,4270859.506,0.352
0.02085901883,4270859.506,0.353
0.02085901883,4270859.506,0.353
0.02085901883,4270859.506,0.354
0.02085901883,4270859.506,0.354
0.02085901883,4270859.506,0.355
0.02085901883,4270859.506,0.355
0.02085901883,4270859.506,0.356
0.02085901883,4270859.506,0.356
0.02085901883,4270859.506,0.357
0.0199477055,4269736.857,0.357
0.0199477055,4269736.857,0.357
0.0199477055,4269736.857,0.358
0.0199477055,4269736.857,0.358
0.0199477055,4269736.857,0.359
0.0199477055,4269736.857,0.359
0.0199477055,4269736.857,0.36
0.0199477055,4269736.857,0.36
0.0199477055,4269736.857,0.36
0.0199477055,4269736.857,0.361
0.0199477055,4269736.857,0.361
0.0199477055,4269736.857,0.362
0.0199477055,4269736.857,0.362
0.0199477055,4269736.857,0.362
0.0199477055,4269736.857,0.363
0.0199477055,4269736.857,0.363
0.0199477055,4269736.857,0.363
0.0199477055,4269736.857,0.364
0.0199477055,4269736.857,0.364
0.0199477055,4269736.857,0.365
0.0199477055,4269736.857,0.365
0.0199477055,4269736.857,0.365
0.01979962917,4269338.58,0.366
0.01979962881,4269338.58,0.367
0.01979962881,4269338.58,0.368
0.01979962881,4269338.58,0.368
0.01979962881,4269338.58,0.369
0.01979962881,4269338.58,0.37
0.01979962881,4269338.58,0.37
0.01979962881,4269338.58,0.371
0.01979962881,4269338.58,0.371
0.01979962881,4269338.58,0.372
0.01979962881,4269338.58,0.372
0.01995997775,4269257.239,0.372
0.01996032643,4269257.183,0.373
0.01996032644,4269257.183,0.373
0.01996032644,4269257.183,0.374
0.01996032644,4269257.183,0.374
0.01996032644,4269257.183,0.375
0.01996032644,4269257.183,0.375
0.01996032644,4269257.183,0.376
0.01996032644,4269257.183,0.376
0.01996032644,4269257.183,0.376
0.01996032644,4269257.183,0.377
0.02077066127,4268529.173,0.377
0.02077066127,4268529.173,0.378
0.02077066127,4268529.173,0.378
0.02077066127,4268529.173,0.378
0.02077066127,4268529.173,0.379
0.02077066127,4268529.173,0.379
0.02077066127,4268529.173,0.38
0.02077066127,4268529.173,0.38
0.02077066127,4268529.173,0.381
0.02077066127,4268529.173,0.381
0.02077066127,4268529.173,0.382
0.02077066127,4268529.173,0.383
0.02077066127,4268529.173,0.383
0.02077066127,4268529.173,0.384
0.02077066127,4268529.173,0.384
0.02077066127,4268529.173,0.385
0.02077066127,4268529.173,0.385
0.02077066127,4268529.173,0.385
0.02077066127,4268529.173,0.386
0.02077066127,4268529.173,0.386
0.02077066127,4268529.173,0.387
0.02077066127,4268529.173,0.387
0.02103908803,4268103.165,0.387
0.02103972335,4268102.698,0.388
0.02103972335,4268102.698,0.388
0.02103972335,4268102.698,0.389
0.02103972335,4268102.698,0.389
0.02103972335,4268102.698,0.389
0.02103972335,4268102.698,0.39
0.02103972335,4268102.698,0.39
0.02103972335,4268102.698,0.391
0.02103972335,4268102.698,0.391
0.02103972335,4268102.698,0.392
0.02127123766,4265537.648,0.392
0.02136134516,4265433.201,0.392
0.02136146582,4265433.073,0.393
0.02136146582,4265433.073,0.393
0.02136146582,4265433.073,0.394
0.02136146582,4265433.073,0.394
0.02136146582,4265433.073,0.394
0.02136146582,4265433.073,0.395
0.02136146582,4265433.073,0.395
0.02136146582,4265433.073,0.395
0.02136146582,4265433.073,0.396
0.02136146582,4265433.073,0.396
0.02136146582,4265433.073,0.397
0.02136146582,4265433.073,0.397
0.02136146582,4265433.073,0.397
0.02136146582,4265433.073,0.398
0.02136146582,4265433.073,0.398
0.02136146582,4265433.073,0.399
0.02136146582,4265433.073,0.399
0.02136146582,4265433.073,0.399
0.02136146582,4265433.073,0.4
0.02136146582,4265433.073,0.4
0.02144372905,4265096.858,0.401
0.02144372905,4265096.858,0.401
0.02144372905,4265096.858,0.401
0.02144372905,4265096.858,0.402
0.02144372905,4265096.858,0.402
0.02144372905,4265096.858,0.403
0.02144372905,4265096.858,0.403
0.02144372905,4265096.858,0.403
0.02144372905,4265096.858,0.404
0.02144372905,4265096.858,0.404
0.02144372905,4265096.858,0.404
0.02093335374,4265088.361,0.405
0.02094553479,4265086.202,0.405
0.02094553479,4265086.202,0.406
0.02094553479,4265086.202,0.406
0.02094553479,4265086.202,0.406
0.02094553479,4265086.202,0.407
0.02094553479,4265086.202,0.407
0.02094553479,4265086.202,0.408
0.02094553479,4265086.202,0.408
0.02094553479,4265086.202,0.409
0.02094553479,4265086.202,0.409
0.02111263227,4263489.752,0.41
0.02111263227,4263489.752,0.41
0.02111263227,4263489.752,0.41
0.02111263227,4263489.752,0.411
0.02111263227,4263489.752,0.411
0.02111263227,4263489.752,0.412
0.02111263227,4263489.752,0.412
0.02111263227,4263489.752,0.412
0.02111263227,4263489.752,0.413
0.02111263227,4263489.752,0.413
0.02111263227,4263489.752,0.414
0.01998479209,4263192.769,0.414
0.0199842985,4263192.628,0.414
0.0199842985,4263192.628,0.415
0.0199842985,4263192.628,0.415
0.0199842985,4263192.628,0.416
0.0199842985,4263192.628,0.416
0.0199842985,4263192.628,0.417
0.0199842985,4263192.628,0.417
0.0199842985,4263192.628,0.417
0.0199842985,4263192.628,0.418
0.0199842985,4263192.628,0.418
0.02019330093,4263074.389,0.419
0.02039786428,4263072.273,0.419
0.02039786428,4263072.273,0.42
0.02039786428,4263072.273,0.42
0.02039786428,4263072.273,0.42
0.02039786428,4263072.273,0.421
0.02039786428,4263072.273,0.421
0.02039786428,4263072.273,0.422
0.02039786428,4263072.273,0.422
